username,rating,time,votes,comment,情感标签,情感置信度,文本语言,分析状态
Perfectly,5,2025-11-07 15:03:44,0,彩蛋里你们还在一块🤗暖暖的很安心 兵长怎么成清洁工了🤣,positive,0.8764,zh,成功
古希腊灵感之神,5,2025-02-09 22:37:54,0,谁能想到 我有朝一日居然心情差到看完巨人的剧场版都觉得被治愈了 在电影院狂哭2个小时 真的太太太解压了 彩蛋里 阿米尔和米加莎问艾伦更喜欢哪个结局 艾伦愣了一下说 其实只要是和你们看电影我就很开心了 呜呜呜呜呜呜呜呜代入到剧情里面何尝不是呢 唉 14年开始看巨人 知道大结局的时候我直喷这简直就是狗屎 可是我还是会愿意买很贵的票就去看它 还是会在看彩蛋后突然就放下了 算啦😭我原谅你了谏山创 没有巨人我估计都不会变成二次元不会变成同人女 这部番对我来说简直就是贯穿人生 算了我真的原谅了T T果然白月光这种存在就是无法被打败的……无法被打败…… （不过说真的，剪得是真的乱七八糟，没事我会溺爱😇🙏） 哭爽了 又想从第一季重温了😇 永远的神作 唯一的 真正的神,,,,失败：HTTPSConnectionPool(host='api.deepseek.c
哎哟不错嗨你好_,5,2025-11-11 00:04:31,0,补签,neutral,0.5,zh,成功
景惟,5,2025-06-20 18:09:24,0,好想看续集啊！好想看平行时空！,positive,0.9567,zh,成功
星星泡饭,5,2025-11-07 00:41:59,0,nb神作超宏大 痛到有点创伤性失忆了甚至 太好了又可以带着不记得剧情的脑子再看一遍了,positive,0.9568,zh,成功
étudier🥦,5,2025-11-04 19:21:13,0,我怎么看了这么一部剧？刀死我了…,negative,0.8765,zh,成功
知三当三特莉丝,4,2025-11-02 22:43:18,0,看完漫画结局几年后又捡起来把动画从头到尾顺了一遍，发现自己也跟结局和解了。今年的主题就是原谅，原谅完TLOU2再原谅巨人。,neutral,0.6543,zh,成功
拉布拉卡,5,2025-05-23 17:22:59,0,完美,positive,0.9987,zh,成功
More,5,2025-10-31 03:56:40,0,自杀式的毁灭才是最彻底的。极致的自由需要极致的英雄主义与悲剧的牺牲。你是不是很孤独啊，艾伦。,negative,0.8765,zh,成功
月落乌啼,5,2025-11-10 18:56:39,0,我们每个人生来都是自由的。,positive,0.8765,zh,成功
Bloody S,5,2025-10-19 23:19:05,1,看到结局真的哭了 个人不觉得是烂尾 艾伦把所有该交代的事情都交代了 尽量保全了他重要的人 这怎么不算是“我毁灭了世界又创造了世界”呢,positive,0.9568,zh,成功
小光,5,2025-10-19 01:53:18,0,不敢相信……在第一集就埋下了伏笔,positive,0.8765,zh,成功
雪月花,5,2025-10-18 13:15:52,0,其实巨人的结局我已经释然了，也理解谏山创要表达的意思了，一个现实世界都解决不了的人类社会问题，凭什么要求一个漫画家能画出来一个完美结局呢，人类的仇恨绵延数代，跨越国家民族性别社会文化，这不是艾尔迪亚人的问题，也不是马莱人的问题，这tm是人这个种族与生俱来的劣根性问题，当然，没有仇恨战争欲望，人类社会进步的速度恐怕也远不如今日，进击的巨人留下的最后难题恐怕需要整个人类文明才能给出答案。,neutral,0.7568,zh,成功
冇猫在裙角,5,2025-10-18 18:34:53,0,印象最深的画面甚多，“至少得让他们走出这片森林”这句话一说出，在我这里已然封神 团长、韩吉、兵长……巨人里面几乎每个角色都让我有印象深刻的点，非常成功的群像塑造，每个人形象都是立体的，英雄式的人物英雄式地、有选择地牺牲掉，幸存者更加坚定…… 一开始觉得完全是马莱仇恨教育的体现，直至贾碧和萨莎的身影重合的那一幕，忽然释然了…… 一开始有点受不了三笠的恋爱脑，谏山创明明可以塑造立体的角色，却让三笠恋爱脑围着艾伦转。但最终三笠终于做出正确抉择，始祖尤弥尔释怀消散，巨人消失，让我对她释然了，或许这才是三笠这个角色存在的意义,positive,0.8765,zh,成功
Zz的保镖,4,2025-10-30 08:12:08,0,豪看豪看！！！很好看，类容很吸引人，越看越喜欢！,positive,0.9876,zh,成功
skliii,4,2025-11-05 08:28:56,0,8.2,,,,失败：Expecting value: line 1 column 1 (char 0
ChrisChris,5,2025-10-14 16:13:47,0,当年我以为我把巨人看完了，最近发现并没有……最近重拾剧场版充实死去的记忆，最后一部好像没衔接上，请问艾伦是怎么变成始祖的鬼样子的？,neutral,0.6543,zh,成功
宗纯,5,2025-11-03 01:50:36,0,undefined,,,,失败：HTTPSConnectionPool(host='api.deepseek.c
Daniel,5,2025-10-15 12:54:37,0,这样就行了吗艾伦 五星就可以了吗,positive,0.8543,zh,成功
可爱的xx,1,2025-10-16 15:43:55,0,啰里八嗦，角色废话也很多，打架就打架，每次打都各种内心世界加废话，终于快进看完了，太难看了简直,negative,0.9876,zh,成功
Skinner,5,2025-10-15 20:41:15,0,彩蛋呜呜呜，三笠和阿尔敏在为影片好不好看而争吵的时候，艾伦说能一起看电影就很开心了。呜呜呜呜泪目,positive,0.9567,zh,成功
[太阳]冰,5,2025-10-10 11:01:08,0,在结局之后重剪了一个剧场版，巨人值得！片尾近三分钟的新彩蛋里，电影院散场，有个似真似幻的尸体也在观影？打扫卫生的是团长吗？对电影结局，米萨卡和阿尔敏一个满意一个不满，艾连则是很开心能一起看电影。三人说不知道电影里三个小伙伴是不是真的存在过……,positive,0.8765,zh,成功
鮱霂,5,2025-10-16 12:10:24,0,mappa你让我哭,negative,0.7568,zh,成功
ilalala,5,2025-10-11 09:59:22,0,看完之后忘记标注了,neutral,0.5,zh,成功
Skald,5,2025-11-13 15:53:45,0,印象最深的动画，尽管我看的有点晚了，是听到要完结了来补番的，一口气看完了，看完跟过了一生一样。,positive,0.9542,zh,成功
桃子树,5,2025-10-03 00:49:03,0,又看了一遍等于又死了一遍,negative,0.8764,zh,成功
一贪江南,4,2025-10-08 01:11:17,0,我一直在哭 我不喜欢这样的结局 所以扣一星,negative,0.8765,zh,成功
小泡芙(甜妹版),5,2025-11-04 08:34:06,0,不用多说 神作 看懂这部动漫的恨不起来任何角色了。,positive,0.9876,zh,成功
从未遇见的你,3,2025-10-08 18:11:31,0,感觉又看了一遍最终季。。,negative,0.7543,zh,成功
Toddy,5,2025-09-30 20:30:56,0,补分,neutral,0.5,zh,成功
Gavin,5,2025-10-02 19:18:35,0,世界纷争不止，唯有爱你永恒,positive,0.8764,zh,成功
左手一只鸭嘎,4,2025-10-12 19:55:21,0,理智上知道这是作者一开始想好的结局，第一话《至两千年前的你》就已经注定了，但感性上实在无法接受艾伦的结局所以少一星,negative,0.7568,zh,成功
Mu,5,2025-10-06 14:05:22,0,历史就像那棵树的根，一直延伸、纠缠。每一代人都以为自己能打破循环，但最后又被同样的恐惧、偏见、权力所吞噬,negative,0.8765,zh,成功
小二郎松氏,4,2025-09-29 01:07:52,0,终于！完结辽 不舍！自由啊！,positive,0.8567,zh,成功
人畜无害豚,5,2025-10-11 17:25:07,0,我还是无法接受利威尔最后伤成那样，谏山创本来也没打算让他活吧，看到他瞎了一只眼坐在轮椅上发糖我真是忍不住骂人了 看的过程中基本一直都是更喜欢干部组，104期这些人只在乎同期生,,,,失败：HTTPSConnectionPool(host='api.deepseek.c
夏目的喵,5,2025-10-14 07:20:40,0,所有人都惨惨的,negative,0.8765,zh,成功
向云外寄生涯,5,2025-09-27 15:02:19,0,前两个完结篇的结合成的电影版，只是结尾部分多了3分钟彩蛋。 进击的巨人全部作品（包括漫画、TV、电影）到此全部看完。,neutral,0.8567,zh,成功
于木,5,2025-09-26 22:31:53,0,1155.给我幼小的心灵带来了不小的震撼，现在亦是如此,positive,0.8563,zh,成功
我也不记得了,5,2025-09-24 22:52:41,0,史诗巨作,positive,0.9876,zh,成功
小茶壶,5,2025-09-23 01:13:02,0,史上最佳！,positive,0.9987,zh,成功
小太阳林杨,5,2025-10-01 21:57:30,0,人类无可救药，人类永垂不朽！,negative,0.6543,zh,成功
陈某润,5,2025-09-22 14:38:05,0,当年看漫画时，对地鸣之后的剧情一言难尽。此时再看，充满绝望的前行，或许这是最合理的安排了,neutral,0.6543,zh,成功
blurryface,5,2025-10-06 13:17:04,0,原来23年底已经出了结局，25年国庆才想起来要追番。还是满分支持！结局的逻辑强行圆场，有点不知所以，快进着看。两个彩蛋还是蛮有心思的。,,,,失败：Expecting value: line 1 column 1 (char 0
momo,4,2025-09-20 19:36:41,0,越看越窒息,negative,0.9562,zh,成功
碳酸氢钠,5,2025-09-15 13:19:33,0,从头到尾都无可挑剔的一部作品，难以想象谏山创如果是从开头就想好了结尾，到底是怎么在那么多年的连载时间里控制好整个叙事的节奏，从完全架空现实的幻想作品到后面参杂进了越来越多的观念上的元素，感觉谏山创平时是不是也没有少键政啊，马莱篇的视角转换和帕岛对应，后面发现大家其实都只是为了保护重要的人塔塔开的，巨人的设定也很巧妙好玩，结尾更是完美地把矛盾解决了，啊啊啊啊总之非常精妙的一部作品，相信多年以后后人再来欣赏也同样会被震撼捏,positive,0.9876,zh,成功
破晓风笛手,5,2025-09-19 23:26:39,0,确实是看爽了，但和第一季那种不停地想要追着看下去地冲动略有差别。不过，我仍然很满意该结局了。,positive,0.7568,zh,成功
一点豆卜辣,5,2025-09-14 22:13:51,0,好神😭,positive,0.9567,zh,成功
诗人诞生前,5,2025-09-17 07:27:03,0,当之无愧的神作,positive,0.9987,zh,成功
我要当学霸~,5,2025-09-24 15:51:03,0,无力的抵抗，甚至是违背自己本心的行为，但最后都是一样的结果。感谢这个伟大的作品和时代吧，不迎合我们的结局但是真实又残酷,negative,0.7568,zh,成功
PANCY,3,2025-10-01 06:15:47,0,这季很多让我感动的地方，篝火夜谈、韩吉牺牲、柯尼的成长、马来小分队的神勇战姿等等，但是最后回归艾伦三笠线实在太中二了，斯德哥尔摩爱上绝世中二病，选择用全世界来陪葬，最后所有人当然还是选择原谅，对比对zeke的态度还是太双标了,,,,失败：Expecting value: line 1 column 1 (char 0
Alfred.H,5,2025-09-27 18:57:15,0,三笠对艾伦的爱，此生之最,positive,0.9236,zh,成功
