评论ID,国家,原始评论,分词后评论
26a030639a6e4e09,中国,@香港MCL Airside。在影厅又找到了心脏献出去的感觉,@ 香港 MCL   Airside 。 在 影厅 又 找到 了 心脏 献 出去 的 感觉
8341911a835f42b5,中国,结局有彩蛋,结局 有 彩蛋
69b691a330e94c2d,中国,最特别的一次4dx体验。最后的彩蛋真的很温柔。,最 特别 的 一次 4dx 体验 。 最后 的 彩蛋 真的 很 温柔 。
a9c4c29e53f546fb,中国,三笠觉悟好高啊不愧是天崩开场直接幻觉烧尽的人我的爱~~谏山创二十几岁世界观就这么成熟好感动啊~~,三笠 觉悟 好 高 啊 不愧 是 天崩 开场 直接 幻觉 烧尽 的 人 我 的 爱 ~ ~ 谏 山创 二十几岁 世界观 就 这么 成熟 好 感动 啊 ~ ~
603afbd7d990497a,中国,又刷一遍，真是激烈,又 刷 一遍 ， 真是 激烈
cca823a9c1c84819,中国,还是觉得谏山创是反战的。但他不愿正视战争发起的原因，也不愿承担战争带来的后果。他仅仅只承认战争带来了后果这件事，就和艾伦一样，你不能指望一个19岁的少年获得巨大的力量后能做出什么正向的贡献，你也不能指望一个漫画家能给出贯穿人类历史发展始终的难题的答案，因为我们始终都无法解答。,还是 觉得 谏山 创是 反战 的 。 但 他 不愿 正视 战争 发起 的 原因 ， 也 不愿 承担 战争 带来 的 后果 。 他 仅仅 只 承认 战争 带来 了 后果 这件 事 ， 就 和 艾伦 一样 ， 你 不能 指望 一个 19 岁 的 少年 获得 巨大 的 力量 后能 做出 什么 正向 的 贡献 ， 你 也 不能 指望 一个 漫画家 能 给出 贯穿 人类 历史 发展 始终 的 难题 的 答案 ， 因为 我们 始终 都 无法 解答 。
b6598f54c3bc46b1,中国,全部看完了再回来打的分,全部 看 完 了 再 回来 打 的 分
dc02253fe2b34102,中国,是不是看过？只是视角切换了一下。,是不是 看过 ？ 只是 视角 切换 了 一下 。
7b6b1dd4eb744099,中国,整体还是挺好看的，或许剧情一直围绕着那句经典的台词，如果什么都不能放弃，就什么都改变不了。剧情比较紧凑，有一些剧情反转的地方，对人物的刻画，对自由哲学的思考，对人性的展现都非常有独特的见解，这或许就是这部动漫高分的原因吧。,整体 还是 挺 好看 的 ， 或许 剧情 一直 围绕 着 那句 经典 的 台词 ， 如果 什么 都 不能 放弃 ， 就 什么 都 改变 不了 。 剧情 比较 紧凑 ， 有 一些 剧情 反转 的 地方 ， 对 人物 的 刻画 ， 对 自由 哲学 的 思考 ， 对 人性 的 展现 都 非常 有 独特 的 见解 ， 这 或许 就是 这部 动漫 高分 的 原因 吧 。
6853c93429df45fc,中国,不知道为啥评价这么高，时隔这么长时间再看这部剧，已经没有了当时的激动心情，感觉很一般。,不 知道 为啥 评价 这么 高 ， 时隔 这么 长时间 再 看 这部 剧 ， 已经 没有 了 当时 的 激动 心情 ， 感觉 很 一般 。
303ba40e968c403d,中国,用了10年收尾，看得出来收的辛苦，但讲得通。走进不死境界的应该成神了，本来对人间闲事未必那么投入，而此片掌握神力的那几位总觉得只是日式的冤魂啊。,用 了 10 年 收尾 ， 看得出来 收 的 辛苦 ， 但 讲 得通 。 走进 不死 境界 的 应该 成神 了 ， 本来 对 人间 闲事 未必 那么 投入 ， 而 此片 掌握 神力 的 那 几位 总 觉得 只是 日式 的 冤魂 啊 。
f215c2e98ab14860,中国,垃圾剧，已弃,垃圾 剧 ， 已弃
3d04c6e399e34d96,中国,虽然是圈钱的合集篇，但也是大屏幕上看了巨人了，画面应该是有所修复，大屏幕上看着也及格。最后的彩蛋原来是自己吐槽自己（难道不就是承认自己结局不尽人意所以出来打个圆场吗hhh），不过三个人的平行世界真的很温馨。 #Regal Irvine Spectrum,虽然 是 圈钱 的 合集 篇 ， 但 也 是 大屏幕 上 看 了 巨人 了 ， 画面 应该 是 有所 修复 ， 大屏幕 上 看着 也 及格 。 最后 的 彩蛋 原来 是 自己 吐槽 自己 （ 难道 不 就是 承认 自己 结局 不尽人意 所以 出来 打个 圆场 吗 hhh ） ， 不过 三个 人 的 平行 世界 真的 很 温馨 。   # Regal   Irvine   Spectrum
0252b48a3e3c450d,中国,2025.02.10。,2025.02 . 10 。
d049077355854a44,中国,兄弟俩寓意大自然“暴力的生之欲”和“平静的死之必然”,兄弟俩 寓意 大自然 “ 暴力 的 生之欲 ” 和 “ 平静 的 死 之 必然 ”
995120dfce814eac,中国,真的爆哭啊！！！,真的 爆哭 啊 ！ ！ ！
253666ba05bc4300,中国,大坑在十年前竟已填平,大坑 在 十年 前竟 已 填平
0ad310cd560040d6,中国,巨人系列怎么能没看过，只会看过忘记标注,巨人 系列 怎么 能 没 看过 ， 只会 看过 忘记 标注
bc1fc415b85c4b35,中国,一切都是一个莫比乌斯环，所有人都在推向艾伦走向“地鸣”这条道路，是一个好故事，但是我还不能接受这个结局。其实看到后面我在想这个世界都这么烂了，大家一起死掉吧，可是对于艾伦来说，这个世界还有他爱的人，他的伙伴朋友，他得去守护他们。可能是最残忍的结局，但其实是最好的结局了。,一切都是 一个 莫比 乌斯 环 ， 所有人 都 在 推向 艾伦 走向 “ 地鸣 ” 这 条 道路 ， 是 一个 好 故事 ， 但是 我 还 不能 接受 这个 结局 。 其实 看到 后面 我 在 想 这个 世界 都 这么 烂 了 ， 大家 一起 死 掉 吧 ， 可是 对于 艾伦 来说 ， 这个 世界 还有 他 爱 的 人 ， 他 的 伙伴 朋友 ， 他 得 去 守护 他们 。 可能 是 最 残忍 的 结局 ， 但 其实 是 最好 的 结局 了 。
229cb6e7628f4b78,中国,开玩笑，看完它以后再也没有追动画片的动力了，爷青结,开玩笑 ， 看 完 它 以后 再也 没有 追 动画片 的 动力 了 ， 爷青结
a4c08c31f3f34e9b,中国,2012到美国时开始看巨人，一路从漫画完结到动画完结，最后2015年能在电影院看到最终话的电影版，还是感慨万千…最后特别加了一小段，也是为了回应各种争议吧，作者也是不容易…,2012 到 美国 时 开始 看 巨人 ， 一路 从 漫画 完结 到 动画 完结 ， 最后 2015 年 能 在 电影院 看到 最终 话 的 电影版 ， 还是 感慨万千 … 最后 特别 加 了 一小 段 ， 也 是 为了 回应 各种 争议 吧 ， 作者 也 是 不 容易 …
0a9cb288a5204bd9,中国,最痛苦莫过于又经历了一遍韩吉的死。“你明白吗，利维尔，终于轮到我了。”如果剧场版可以是平行时空下的另一个结局就好了。我真的不明白为什么我们必须救下所有人。,最 痛苦 莫过于 又 经历 了 一遍 韩吉 的 死 。 “ 你 明白 吗 ， 利 维尔 ， 终于 轮到 我 了 。 ” 如果 剧场版 可以 是 平行 时空 下 的 另 一个 结局 就 好 了 。 我 真的 不 明白 为什么 我们 必须 救 下 所有人 。
aba3996fd99843e2,中国,一个时代，一个传奇的落幕。,一个 时代 ， 一个 传奇 的 落幕 。
49e5d7dfd44645ac,中国,心祖屋撒撒给！！！,心 祖屋 撒撒 给 ！ ！ ！
c15a03e34a9b4b66,中国,大屏的巨人，加倍的崩。但是怎么眼泪也不知不觉加倍了。新加的彩蛋超可爱，刚好缓解一下大家都哭累了的心情?? #LAB111,大屏 的 巨人 ， 加倍 的 崩 。 但是 怎么 眼泪 也 不知不觉 加倍 了 。 新加 的 彩蛋 超 可爱 ， 刚好 缓解 一下 大家 都 哭 累 了 的 心情 ??   # LAB111
ff4f852a1ef44afa,中国,原来是最后季的合集，总体一样，有些画面不太一样，不过不影响。,原来 是 最后 季 的 合集 ， 总体 一样 ， 有些 画面 不太 一样 ， 不过 不 影响 。
ff6399edd50f4ade,中国,结尾加了一段类似彩蛋的故事情节，真好啊，三人组在现代还是那么好。,结尾 加 了 一段 类似 彩蛋 的 故事情节 ， 真好 啊 ， 三人组 在 现代 还是 那么 好 。
97e8bacca88c4ca8,中国,巨人才出来的时候，我只当是一个以啊他们来了越墙吃人的巨大奇行种，并且在当时资源难找后就放弃追了，毕竟当时我还年轻不懂面对人世黑暗生存死亡爱与仇恨这样宏大的观念。前两天在b站上追完黑镜第七季，之后同样在b站刷到了一个全资源的阿婆主发的我踏马莱了。在被标题笑到后，用四五天刷完这全四季加上一个总集的全集后，你会发现自己前三季其实一直都在被那个藏着真相的地下室勾着。这个过程里你已经体验了墙内人性的黑暗，巨人其实是人，巨人的灾难其实都是人为的灾难。对巨人之王那种圣母不抵抗的不理解，对艾伦和他同伴愤怒的理解。促使我们在陪他们见证新天地后，还要再观看作者给我们呈现最终艾伦引发了一场鲁路修式的灭霸行动。这时候，我忽然理解了踏马，真是去踏马的世界呀，应了人类从历史中汲取的唯一教训就是人类从来不吸取教训。,巨人 才 出来 的 时候 ， 我 只当 是 一个 以 啊 他们 来 了 越墙 吃 人 的 巨大 奇行 种 ， 并且 在 当时 资源 难 找 后 就 放弃 追 了 ， 毕竟 当时 我 还 年轻 不 懂 面对 人世 黑暗 生存 死亡 爱 与 仇恨 这样 宏大 的 观念 。 前两天 在 b 站上 追完 黑镜 第七 季 ， 之后 同样 在 b 站 刷 到 了 一个 全 资源 的 阿婆 主发 的 我 踏马莱 了 。 在 被 标题 笑 到 后 ， 用 四五天 刷 完 这全 四季 加上 一个 总集 的 全集 后 ， 你 会 发现自己 前三季 其实 一直 都 在 被 那个 藏 着 真相 的 地下室 勾着 。 这个 过程 里 你 已经 体验 了 墙 内 人性 的 黑暗 ， 巨人 其实 是 人 ， 巨人 的 灾难 其实 都 是 人为 的 灾难 。 对 巨人 之王 那种 圣母 不 抵抗 的 不 理解 ， 对 艾伦 和 他 同伴 愤怒 的 理解 。 促使 我们 在 陪 他们 见证 新天地 后 ， 还要 再 观看 作者 给 我们 呈现 最终 艾伦 引发 了 一场 鲁路 修式 的 灭霸 行动 。 这时候 ， 我 忽然 理解 了 踏马 ， 真是 去 踏马 的 世界 呀 ， 应 了 人类 从 历史 中 汲取 的 唯一 教训 就是 人类 从来不 吸取教训 。
73a10d87a17e4e0c,中国,电影院前后左右哭成一片，最后退场的时候安静得没有任何声音，さすが日本人,电影院 前后左右 哭 成 一片 ， 最后 退场 的 时候 安静 得 没有 任何 声音 ， さ す が 日本 人
88a3adf3376b4713,中国,所谓自然状态(state of nature)，就是在草薙素子和玲音的科技加速主义，艾伦以始祖巨人为力的政治构想/LCL原乐之海，Clannad的核心家庭人际关系之后，依然会反复出现的结构性迫力重复的东西啊。,所谓 自然 状态 ( state   of   nature ) ， 就是 在 草薙 素子 和玲音 的 科技 加速 主义 ， 艾伦 以 始祖 巨人 为力 的 政治 构想 / LCL 原乐 之海 ， Clannad 的 核心家庭 人际关系 之后 ， 依然 会 反复 出现 的 结构性 迫力 重复 的 东西 啊 。
ae02c174ab2b4496,中国,一直不敢再从头看一遍巨人，再看一次总集篇总是止不住的感到难过，从小学看到大学，无数个焦急等待更新的夜晚，终于迎来了结局，每个人物都塑造的太好了，很难不共情其中，谏山创你这老贼！一想到后续的结局是这样，真是比我失恋还难过...,一直 不敢 再 从头 看一遍 巨人 ， 再 看 一次 总集 篇 总是 止不住 的 感到 难过 ， 从 小学 看到 大学 ， 无数个 焦急 等待 更新 的 夜晚 ， 终于 迎来 了 结局 ， 每个 人物 都 塑造 的 太好了 ， 很难 不共情 其中 ， 谏 山创 你 这 老贼 ！ 一 想到 后续 的 结局 是 这样 ， 真是 比 我 失恋 还 难过 ...
7ce721045e6841d2,中国,虽然很多细节很拉胯，但至少做到了尽可能多的掌控全局,虽然 很多 细节 很 拉 胯 ， 但 至少 做到 了 尽可能 多 的 掌控 全局
1a1339ccc0ee4fca,中国,静候！,静候 ！
8aec8c066be54e1e,中国,虽然漫画完结的时候很多人对巨人的结局诟病很多。。但是亲身观影的体验我还是觉得很棒的，艾伦行事的逻辑也不是那么的无脑，在法兰克福Astor看的日配英文字幕。。而且从2013第一集开始到现在完结，整体的质量都非常在线，在我这个看日漫不多人眼里堪称第一神作，单项上确实有比巨人好的，但是整体更好的我还没看过。。,虽然 漫画 完结 的 时候 很多 人 对 巨人 的 结局 诟病 很多 。 。 但是 亲身 观影 的 体验 我 还是 觉得 很棒 的 ， 艾伦 行事 的 逻辑 也 不是 那么 的 无脑 ， 在 法兰克福 Astor 看 的 日配 英文 字幕 。 。 而且 从 2013 第一集 开始 到 现在 完结 ， 整体 的 质量 都 非常 在线 ， 在 我 这个 看日漫 不多人 眼里 堪称 第一 神作 ， 单项 上 确实 有 比 巨人 好 的 ， 但是 整体 更好 的 我 还 没 看过 。 。
70545e8f8a17418c,中国,五星不用质疑,五星 不用 质疑
34e852611f3e4227,中国,没拿到色纸。“彩蛋”是最伟大的发明！,没拿到 色纸 。 “ 彩蛋 ” 是 最 伟大 的 发明 ！
b872bbd4c5454c62,中国,虽然但是 看完只能说得出一句卧槽………… （请不要随便沦为自由的奴隶,虽然 但是   看 完 只能 说 得出 一句 卧槽 … … … …   （ 请 不要 随便 沦为 自由 的 奴隶
eff44600b5e04a79,中国,人类无药可救。一个能力普通的人，被赋予了超过能力限度的力量，他没法让一切变得更好，做命运的傀儡，死亡的象征。还好在故事的最后，那个少年终于真正自由了。,人类 无药 可救 。 一个 能力 普通 的 人 ， 被 赋予 了 超过 能力 限度 的 力量 ， 他 没法 让 一切 变得 更好 ， 做 命运 的 傀儡 ， 死亡 的 象征 。 还好 在 故事 的 最后 ， 那个 少年 终于 真正 自由 了 。
b00629d8adde47ff,中国,祝你幸福，祝你自由，祝你不要伟大。,祝你幸福 ， 祝 你 自由 ， 祝 你 不要 伟大 。
b48bf5d29b484349,中国,当三笠和阿尔敏分别代表“神作派”和“烂尾派”争执不下时，艾伦说，“能和你们一起看电影很开心，下次还要一起！”,当三笠 和 阿尔敏 分别 代表 “ 神 作派 ” 和 “ 烂尾 派 ” 争执不下 时 ， 艾伦 说 ， “ 能 和 你们 一起 看 电影 很 开心 ， 下次 还要 一起 ！ ”
4be9ef51387e4f59,中国,在瑞典看的 和左边的外国小哥哭了大半场 一到兵长喷艾伦就嘎嘎笑 右边小哥带没看过的朋友来的 开场十分钟一直在问 没看过就不要来了好吗,在 瑞典 看 的   和 左边 的 外国 小哥 哭 了 大 半场   一到 兵长 喷 艾伦 就 嘎嘎 笑   右边 小哥 带 没 看过 的 朋友 来 的   开场 十分钟 一直 在 问   没 看过 就 不要 来 了 好 吗
84f7502c3a304c20,中国,明天260元一張票的特別場3場爆滿， 仔去了英國遊學半年， 我一個人去荃灣百老匯看普通早場， 想不到也有送作者簽名主角卡片一張。 免費看過Netflix電視版， 再付費去看電影版可能很多人會說很傻， 但其實最後幾集根本是電影級質素， 在戲院看到聽到的震撼絕對物超所值， 強烈推薦百老匯戲院有震動效果座位， 更能感受到故事中地鳴感和戰鬥震撼。 早場觀影人數不多， 最意想不到是有一半是女生， 幾個場景聽到前後左右哭泣聲， 右邊鄰座女孩更是泣不成聲， 自己hold不住，也不用忍著。 片尾彩蛋對白相當精彩依然非常諌山創， 相信是作者諌山創對人類世界最新看法。 如果有續集的話，即使只有一個人，我還是會去看。,明天 260 元 一 張票 的 特別場 3 場爆滿 ，   仔去 了 英國 遊學 半年 ，   我 一個 人 去荃灣 百老 匯看 普通 早場 ，   想不到 也 有 送 作者 簽名 主角 卡片 一張 。   免費 看過 Netflix 電視版 ，   再 付費 去 看電 影版 可能 很多 人會 說 很傻 ，   但 其實 最後幾集 根本 是 電影級 質素 ，   在 戲院 看到 聽到 的 震撼 絕對 物超所值 ，   強烈 推薦 百老 匯戲院 有 震動 效果 座位 ，   更能 感受 到 故事 中地 鳴感 和 戰鬥 震撼 。   早場 觀影 人數 不 多 ，   最 意想不到 是 有 一半 是 女生 ，   幾個 場景 聽 到 前 後 左右 哭泣 聲 ，   右邊 鄰座 女孩 更是 泣 不成 聲 ，   自己 hold 不住 ， 也 不用 忍著 。   片尾 彩蛋 對 白相 當 精彩 依然 非常 諌 山 創 ，   相信 是 作者 諌 山 創 對 人 類 世界 最新 看法 。   如果 有續 集 的 話 ， 即使 只有 一個 人 ， 我 還是 會 去 看 。
364fe432516248be,中国,我的后青春落幕了,我 的 后 青春 落幕 了
38fa3f8305c34279,中国,年前专门跑hk看的居然忘记标了,年前 专门 跑 hk 看 的 居然 忘记 标了
3fec314423854226,中国,最后一次献出心脏。巨人真的是改变我人生方向的作品...恰好在那个中二的时间出现，谏山创就是你带我变成二次元的。。,最后 一次 献出 心脏 。 巨人 真的 是 改变 我 人生 方向 的 作品 ... 恰好 在 那个 中二 的 时间 出现 ， 谏 山创 就是 你 带 我 变成 二次元 的 。 。
6f3bb4b1aab24a18,中国,多了一个三人组从电影院出来的结尾，从那个大树来看似乎是城市没被毁灭的世界线,多 了 一个 三人组 从 电影院 出来 的 结尾 ， 从 那个 大树 来看 似乎 是 城市 没 被 毁灭 的 世界 线
a452732374664662,中国,大荧幕上看真的不一样，新增彩蛋很可爱,大 荧幕 上 看 真的 不 一样 ， 新增 彩蛋 很 可爱
5eb750de50e848f5,中国,已阅,已阅
3c35ac59b47f4470,中国,小日本的最终幻想,小 日本 的 最终幻想
9be3b17e635c4bd3,中国,小日子怎么能做出那么好的动漫啊。。。。,小日子 怎么 能 做出 那么 好 的 动漫 啊 。 。 。 。
7380b6cd6b714b4a,中国,日本人反战败，国内拍手叫好，只能说日杂和脑瘫比想象中的多,日本 人反 战败 ， 国内 拍手叫好 ， 只能 说 日杂 和 脑瘫 比 想象 中 的 多
6756a8b684b54034,中国,闭环,闭环
39000505e6f94ece,中国,对结尾可能期待太高了，只是延续了以往的风格，人性层面的表达没亮点没突破，略失望。点睛之笔在片尾曲左下角的动画，周而复始生生不息的这片土地，人类文明渺小如沙。,对 结尾 可能 期待 太高 了 ， 只是 延续 了 以往 的 风格 ， 人性 层面 的 表达 没 亮点 没 突破 ， 略 失望 。 点睛之笔 在 片尾曲 左下角 的 动画 ， 周而复始 生生不息 的 这片 土地 ， 人类文明 渺小 如沙 。
8261450f9e9d4368,中国,烂尾,烂尾
2cdb27a7544f487c,中国,大分都不如,大分 都 不如
f846f97fc8fb472a,中国,补标。,补标 。
8d9bc7a2786d4e84,中国,无悔的选择，你永远追求明亮的星空，但不好的一面又总是向往自由。,无悔 的 选择 ， 你 永远 追求 明亮 的 星空 ， 但 不好 的 一面 又 总是 向往 自由 。
aa70638a21724efc,中国,我感觉我长大了，从第一次刚看到这个结局时候对艾伦很共鸣心想“是的全毁灭吧”到现在第二次重新看这个结局只觉得荒诞，我喜欢的只是在残酷世界中美丽的战士。我想我会有这样的改变都是因为我收获到的爱吧。再见、所有的自由之翼,我 感觉 我 长大 了 ， 从 第一次 刚 看到 这个 结局 时候 对 艾伦 很 共鸣 心想 “ 是 的 全 毁灭 吧 ” 到 现在 第二次 重新 看 这个 结局 只 觉得 荒诞 ， 我 喜欢 的 只是 在 残酷 世界 中 美丽 的 战士 。 我 想 我会 有 这样 的 改变 都 是因为 我 收获 到 的 爱 吧 。 再见 、 所有 的 自由 之翼
9b2328535a2c4842,中国,总集篇,总集 篇
c77097b7f0294cdd,中国,这不就是最终季 完结篇的合集么？又来割一波韭菜？,这 不 就是 最终 季   完结篇 的 合集 么 ？ 又 来 割 一波 韭菜 ？
50f52e7f695a4e2e,中国,大银幕看完也算是好好告过别了，这回是真的结束了。可惜没领到特典??,大 银幕 看 完 也 算是 好好 告过 别 了 ， 这回 是 真的 结束 了 。 可惜 没 领到 特典 ??
94f2ed2bd840460d,中国,对不起 真的神作,对不起   真的 神作
523dc690f95e4710,中国,就算知道剧情也依然哭得稀里哗啦。后面彩蛋还算用心。,就算 知道 剧情 也 依然 哭 得 稀里哗啦 。 后面 彩蛋 还 算 用心 。
2e075cc25d0b4350,中国,看完之后跪求一双从来没看过的眼睛。太好哭了，哭的像个傻瓜… 艾伦，一路走好…谁懂每次看到这里有多难过 好了，又要重温进巨了！,看 完 之后 跪求 一双 从来 没 看过 的 眼睛 。 太好 哭 了 ， 哭 的 像 个 傻瓜 …   艾伦 ， 一路 走 好 … 谁 懂 每次 看到 这里 有 多 难过   好 了 ， 又 要 重温 进巨 了 ！
5dbab3dfbd6f4ee8,中国,……不知为何巨人无慈悲地前进，消去眼前的声音，留下身后的血海，竟让我的心感到平静。但也并非因为杀戮…因为毁灭吧。巨人的面相大概参考了佛像，无数双悲悯空洞又冰冷的眼，注视着一切，一切入眼皆空。巨人行进时的背景音乐，情绪更多是庄严而非悲伤。,… … 不知 为何 巨人 无 慈悲 地 前进 ， 消 去 眼前 的 声音 ， 留下 身后 的 血海 ， 竟 让 我 的 心 感到 平静 。 但 也 并非 因为 杀戮 … 因为 毁灭 吧 。 巨人 的 面相 大概 参考 了 佛像 ， 无数双 悲悯 空洞 又 冰冷 的 眼 ， 注视 着 一切 ， 一切 入眼 皆空 。 巨人 行进 时 的 背景音乐 ， 情绪 更 多 是 庄严 而 非 悲伤 。
81307f6397ec4173,中国,开年第一部电影没想到是来香港重温最后一舞，本来打算去看哪吒的，但免费的不看白不看。想起小时候第一次看巨人吃掉艾伦的妈妈时，居然真的吓破胆，直接关了浏览器，再打开已经是去西藏支教了，从此迷上了这部动漫，以至于头像都换成了兵长。人生真是奇妙，艾伦你这家伙真是只顾着自己耍帅啊，其实这个结局我一点都不喜欢。,开年 第一部 电影 没想到 是 来 香港 重温 最后 一舞 ， 本来 打算 去 看 哪吒 的 ， 但 免费 的 不 看白 不 看 。 想起 小时候 第一次 看 巨人 吃掉 艾伦 的 妈妈 时 ， 居然 真的 吓破胆 ， 直接 关 了 浏览器 ， 再 打开 已经 是 去 西藏 支教 了 ， 从此 迷上 了 这部 动漫 ， 以至于 头像 都 换成 了 兵长 。 人生 真是 奇妙 ， 艾伦 你 这 家伙 真是 只顾 着 自己 耍帅 啊 ， 其实 这个 结局 我 一点 都 不 喜欢 。
da0980701cbb41c5,中国,喜欢最后彩蛋。再见了自己漫长又短暂的十一年。看完TV版也正好快一年了，当时觉得这可能是自己最后一部动漫，事实上一整年也确实没看。,喜欢 最后 彩蛋 。 再见 了 自己 漫长 又 短暂 的 十一年 。 看 完 TV 版 也 正好 快 一年 了 ， 当时 觉得 这 可能 是 自己 最后 一部 动漫 ， 事实上 一 整年 也 确实 没 看 。
d6c62bf0767441a2,中国,神作,神作
6d41bb0a585249be,中国,UGC Les Halles avec Hela 01/03/2025,UGC   Les   Halles   avec   Hela   01 / 03 / 2025
29f26bc5c21647e8,中国,the best.,the   best .
8cad9329305d42a6,中国,所谓人的自由，并不是追寻那些别人口中的情感或主义或口号或信仰，而是为了那些细小的瞬间，奔跑、扔球、和好朋友一起看电影，为了它们而活一次，也为了让所有人有这样生活的机会、而生活。不受困于那些口号，真正成为自己的主人。,所谓 人 的 自由 ， 并 不是 追寻 那些 别人 口中 的 情感 或 主义 或 口号 或 信仰 ， 而是 为了 那些 细小 的 瞬间 ， 奔跑 、 扔球 、 和 好 朋友 一起 看 电影 ， 为了 它们 而活 一次 ， 也 为了 让 所有人 有 这样 生活 的 机会 、 而 生活 。 不 受困 于 那些 口号 ， 真正 成为 自己 的 主人 。
26736625b907434c,中国,20250327@弘大megabox，泪点和笑点都很密集一会哭一会笑看完整场，最后彩蛋兵长出来旁边的韩妹笑得把我炸鸡打翻在地，然后把空盒捡起来硬要塞给我，谢谢弘大的可爱女孩子们陪我送艾伦最后一程，大家都有美好的未来,20250327 @ 弘大 megabox ， 泪点 和 笑 点 都 很 密集 一会 哭 一会 笑 看 完整 场 ， 最后 彩蛋 兵长 出来 旁边 的 韩妹 笑 得 把 我 炸鸡 打翻 在 地 ， 然后 把 空盒 捡起来 硬 要塞 给 我 ， 谢谢 弘大 的 可爱 女孩子 们 陪 我 送 艾伦 最后 一程 ， 大家 都 有 美好 的 未来
d1020454cca142d3,中国,有头有尾的一部日漫，没时间看全了，只能看看解说，寓意还是蛮深的。,有头有尾 的 一部 日漫 ， 没 时间 看全 了 ， 只能 看看 解说 ， 寓意 还是 蛮深 的 。
5a2a16a19c4b4253,中国,补标,补标
1c6afa7e373b4c1f,中国,再看还是哭的稀里哗啦…我永远热爱调查兵团！最后杀青梗好文明！,再 看 还是 哭 的 稀里哗啦 … 我 永远 热爱 调查 兵团 ！ 最后 杀青 梗 好 文明 ！
9cdddb7373e3401b,中国,看睡着了 已经看不懂二次元了??,看 睡着 了   已经 看不懂 二次元 了 ??
4f9a868867bb40b1,中国,我这辈子希望能再看到一部如此好的作品，重温之后看完结局，凝神了很久。,我 这辈子 希望 能 再 看到 一部 如此 好 的 作品 ， 重温 之后 看 完 结局 ， 凝神 了 很 久 。
3d7ecd0c5c7040dc,中国,动画总算是补完了，虽然已经看过不知道多少遍了。,动画 总算 是 补完 了 ， 虽然 已经 看过 不 知道 多少 遍 了 。
6c578fe7f09f48d2,中国,俄语配音版有不同的感觉，如果有德语配音版本就好了,俄语 配音 版有 不同 的 感觉 ， 如果 有 德语 配音 版本 就 好 了
2d8128bb326a4814,中国,无敌,无敌
8af9e8ce2e74481e,中国,粉丝向作品,粉丝 向 作品
f4758a207b354385,中国,这就是最终季完结篇的前篇加后篇的合集版。想当年，为了等这个完结篇的前篇和后篇等的很辛苦，最终看了以后先是有点失望，后世感觉大受震撼。这次合集后边加了一个小彩蛋，感觉很不错,这 就是 最终 季 完结篇 的 前篇加 后 篇 的 合集 版 。 想当年 ， 为了 等 这个 完结篇 的 前 篇 和 后 篇 等 的 很 辛苦 ， 最终 看 了 以后 先是 有点 失望 ， 后世 感觉 大受 震撼 。 这次 合集 后边 加 了 一个 小 彩蛋 ， 感觉 很 不错
471de0dd40f84af3,中国,好看,好看
128233f59d054851,中国,很喜欢最后的彩蛋，故事就交给他人评说吧,很 喜欢 最后 的 彩蛋 ， 故事 就 交给 他人 评说 吧
25d40d244fd6429b,中国,没想到能在电影院看巨人，是个完美的终点。,没想到 能 在 电影院 看 巨人 ， 是 个 完美 的 终点 。
ebb8faddbde340b8,中国,回来吧艾伦 我只是想看到你和三笠和阿尔敏永远在一起…,回来 吧 艾伦   我 只是 想 看到 你 和 三笠 和 阿尔敏 永远 在 一起 …
b9d20e65b2834edf,中国,#“埃尔文，我不后悔没有选择你。”?? #贫困少女想当艾尔迪亚交际花。太合理了。 #已经不太记得漫画结局了。但是抱头痛哭都还在，那不是没改吗？ #友情破颜拳+那种事不要啊#《绝命毒师》结尾既视感。 #洗得太生硬了感觉。 #讲到最后说是关于两个爱而不得的女人的故事。 #皮克可爱然后亚妮金长直有点离谱。 #wc片尾有一帧应该是让和三笠一家三口吧。,# “ 埃尔文 ， 我 不 后悔 没有 选择 你 。 ” ??   # 贫困 少女 想当 艾尔迪亚 交际花 。 太 合理 了 。   # 已经 不太 记得 漫画 结局 了 。 但是 抱头痛哭 都 还 在 ， 那 不是 没改 吗 ？   # 友情 破颜拳 + 那种 事 不要 啊 # 《 绝命 毒师 》 结尾 既视感 。   # 洗得 太 生硬 了 感觉 。   # 讲到 最后 说 是 关于 两个 爱 而 不得 的 女人 的 故事 。   # 皮克 可爱 然后 亚妮 金长 直 有点 离谱 。   # wc 片尾 有 一帧 应该 是 让 和 三笠 一家 三口 吧 。
47a829e58e724c73,中国,没头脑和不开心是吧...,没头脑 和 不 开心 是 吧 ...
df37515c5fca411c,中国,进电影院了，所以以一部电影的观感就是很普通。整合在一起的节奏在电影院里看真的很坐牢。粉丝滤镜真的很重要吧，没有粉丝滤镜的我看到第三章就已经想走了。,进 电影院 了 ， 所以 以 一部 电影 的 观感 就是 很 普通 。 整合 在 一起 的 节奏 在 电影院 里 看 真的 很 坐牢 。 粉丝 滤镜 真的 很 重要 吧 ， 没有 粉丝 滤镜 的 我 看到 第三章 就 已经 想 走 了 。
5e4f36de6b10468b,中国,很震撼，梦回当年追番的日子。以及在大屏幕看第一次理解了三笠和艾尔敏,很 震撼 ， 梦回 当年 追番 的 日子 。 以及 在 大屏幕 看 第一次 理解 了 三笠 和 艾尔敏
